ID_DOCTO;ID_CONTRIB;VLR_DOCTO;DT_INC
11110696;11116211162;886.14;2022-01-03
11110697;11111511115;218.79;2022-01-03
11110698;11114511145;578.98;2022-01-03
11110699;11126511265;856.28;2022-01-04
11110700;11125611256;849.62;2022-01-04
11110701;11110811108;459.64;2022-01-04
11110702;11117111171;391.80;2022-01-04
11110703;11125011250;402.33;2022-01-04
11110704;11123511235;650.29;2022-01-04
11110705;11125511255;590.91;2022-01-05
11110706;11111711117;330.59;2022-01-05
11110707;11119811198;727.61;2022-01-05
11110708;11116411164;515.31;2022-01-05
11110709;11111011110;36.31;2022-01-05
11110710;11115611156;156.32;2022-01-05
11110711;11116011160;155.03;2022-01-06
11110712;11111511115;263.02;2022-01-06
11110713;11124811248;357.56;2022-01-06
11110714;11111211112;213.29;2022-01-06
11110715;11122411224;21.51;2022-01-06
11110716;11126311263;701.25;2022-01-06
11110717;11119211192;202.97;2022-01-06
11110718;11115711157;148.40;2022-01-06
11110719;11123611236;214.81;2022-01-06
11110720;11116711167;40.31;2022-01-07
11110721;11110111101;342.01;2022-01-07
11110722;11124511245;550.79;2022-01-07
11110723;11123211232;543.50;2022-01-07
11110724;11129411294;257.45;2022-01-07
11110725;11125111251;501.12;2022-01-07
11110726;11115311153;517.11;2022-01-07
11110727;11123911239;852.37;2022-01-07
11110728;11110211102;912.32;2022-01-07
11110729;11129711297;252.97;2022-01-07
11110730;11125611256;391.95;2022-01-07
11110731;11125611256;392.68;2022-01-07
11110732;11121011210;37.03;2022-01-08
11110733;11118711187;909.35;2022-01-08
11110734;11113111131;485.23;2022-01-08
11110735;11114811148;632.07;2022-01-09
11110736;11124311243;304.27;2022-01-09
11110737;11114711147;668.48;2022-01-09
11110738;11112711127;839.08;2022-01-09
11110739;11118811188;827.27;2022-01-09
11110740;11129811298;758.38;2022-01-09
11110741;11112711127;368.46;2022-01-10
11110742;11117311173;318.06;2022-01-10
11110743;11113511135;101.25;2022-01-10
11110744;11126311263;311.95;2022-01-10
11110745;11124411244;795.30;2022-01-10
11110746;11120911209;199.57;2022-01-10
11110747;11125911259;506.62;2022-01-11
11110748;11128911289;416.15;2022-01-11
11110749;11122011220;542.12;2022-01-11
11110750;11128011280;548.17;2022-01-12
11110751;11128511285;348.22;2022-01-12
11110752;11122011220;845.67;2022-01-12
11110753;11113411134;919.96;2022-01-12
11110754;11120611206;936.30;2022-01-12
11110755;11115711157;675.78;2022-01-12
11110756;11128511285;439.08;2022-01-13
11110757;11123611236;605.32;2022-01-13
11110758;11122811228;661.67;2022-01-13
11110759;11110111101;189.36;2022-01-13
11110760;11123111231;765.84;2022-01-13
11110761;11111711117;696.86;2022-01-13
11110762;11114811148;644.26;2022-01-13
11110763;11114611146;878.90;2022-01-13
11110764;11116811168;192.45;2022-01-13
11110765;11116511165;209.36;2022-01-14
11110766;11117911179;720.41;2022-01-14
11110767;11113811138;340.25;2022-01-14
11110768;11122811228;94.63;2022-01-15
11110769;11128011280;186.61;2022-01-15
11110770;11120811208;596.71;2022-01-15
11110771;11122811228;296.69;2022-01-15
11110772;11112911129;804.23;2022-01-15
11110773;11113011130;902.11;2022-01-15
11110774;11110111101;135.69;2022-01-16
11110775;11125511255;334.28;2022-01-16
11110776;11117411174;498.55;2022-01-16
11110777;11122911229;507.00;2022-01-16
11110778;11125911259;885.88;2022-01-16
11110779;11120911209;345.20;2022-01-16
11110780;11128911289;855.49;2022-01-17
11110781;11110411104;907.33;2022-01-17
11110782;11116011160;448.31;2022-01-17
11110783;11129111291;285.62;2022-01-17
11110784;11123811238;240.30;2022-01-17
11110785;11116611166;376.01;2022-01-17
11110786;11129611296;217.09;2022-01-17
11110787;11117711177;61.62;2022-01-17
11110788;11121211212;718.22;2022-01-17
11110789;11124811248;704.32;2022-01-18
11110790;11114011140;394.95;2022-01-18
11110791;11127911279;673.23;2022-01-18
11110792;11128711287;192.77;2022-01-19
11110793;11126211262;885.40;2022-01-19
11110794;11120711207;523.00;2022-01-19
11110795;11121211212;932.06;2022-01-19
11110796;11111811118;937.60;2022-01-19
11110797;11125311253;457.30;2022-01-19
11110798;11115511155;890.17;2022-01-20
11110799;11122211222;482.93;2022-01-20
11110800;11128111281;63.06;2022-01-20
11110801;11126511265;936.21;2022-01-21
11110802;11128211282;566.86;2022-01-21
11110803;11128111281;864.65;2022-01-21
11110804;11121811218;850.15;2022-01-21
11110805;11124011240;574.95;2022-01-21
11110806;11125211252;211.70;2022-01-21
11110807;11116711167;683.09;2022-01-22
11110808;11129011290;903.78;2022-01-22
11110809;11115211152;762.23;2022-01-22
11110810;11115111151;417.41;2022-01-22
11110811;11118911189;917.07;2022-01-22
11110812;11127711277;259.91;2022-01-22
11110813;11125511255;131.35;2022-01-22
11110814;11120111201;790.07;2022-01-22
11110815;11129511295;557.42;2022-01-22
11110816;11112011120;254.20;2022-01-23
11110817;11125811258;497.20;2022-01-23
11110818;11117711177;993.44;2022-01-23
11110819;11123911239;662.91;2022-01-23
11110820;11112711127;189.00;2022-01-23
11110821;11120211202;486.24;2022-01-23
11110822;11129311293;436.42;2022-01-24
11110823;11120111201;573.05;2022-01-24
11110824;11129711297;86.76;2022-01-24
11110825;11126311263;815.32;2022-01-25
11110826;11129411294;558.80;2022-01-25
11110827;11117511175;771.85;2022-01-25
11110828;11118911189;86.09;2022-01-25
11110829;11122211222;314.11;2022-01-25
11110830;11127311273;893.68;2022-01-25
11110831;11116611166;957.34;2022-01-25
11110832;11121611216;512.30;2022-01-25
11110833;11129411294;545.69;2022-01-25
11110834;11127711277;877.66;2022-01-26
11110835;11110811108;952.64;2022-01-26
11110836;11116911169;720.06;2022-01-26
11110837;11116811168;607.98;2022-01-27
11110838;11129111291;905.35;2022-01-27
11110839;11112311123;329.19;2022-01-27
11110840;11117911179;239.22;2022-01-27
11110841;11128711287;716.53;2022-01-27
11110842;11128011280;789.98;2022-01-27
11110843;11129211292;301.06;2022-01-28
11110844;11124211242;801.28;2022-01-28
11110845;11112511125;618.30;2022-01-28
11110846;11117211172;741.25;2022-01-28
11110847;11110411104;736.67;2022-01-28
11110848;11113911139;117.75;2022-01-28
11110849;11120711207;949.54;2022-01-29
11110850;11128111281;751.30;2022-01-29
11110851;11115111151;928.04;2022-01-29
11110852;11116211162;830.52;2022-01-29
11110853;11117011170;932.95;2022-01-29
11110854;11119611196;996.97;2022-01-29
11110855;11119911199;141.98;2022-01-30
11110856;11126211262;493.12;2022-01-30
11110857;11110211102;184.52;2022-01-30
11110858;11129111291;519.31;2022-01-31
11110859;11124111241;387.98;2022-01-31
11110860;11119011190;766.22;2022-01-31
11110861;11114811148;855.98;2022-01-31
11110862;11124511245;686.61;2022-01-31
11110863;11125611256;991.54;2022-01-31
11110864;11110111101;363.03;2022-01-31
11110865;11117711177;152.47;2022-01-31
11110866;11120711207;858.32;2022-01-31
11110867;11114511145;272.53;2022-02-01
11110868;11126511265;551.18;2022-02-01
11110869;11126111261;659.36;2022-02-01
11110870;11117011170;416.89;2022-02-01
11110871;11116511165;978.94;2022-02-01
11110872;11122511225;890.61;2022-02-01
11110873;11119711197;719.42;2022-02-02
11110874;11117111171;946.91;2022-02-02
11110875;11113111131;872.40;2022-02-02
11110876;11112711127;572.54;2022-02-02
11110877;11115311153;216.18;2022-02-02
11110878;11115611156;236.46;2022-02-02
11110879;11126211262;459.62;2022-02-03
11110880;11121311213;529.82;2022-02-03
11110881;11126711267;828.74;2022-02-03
11110882;11119611196;250.36;2022-02-03
11110883;11124111241;508.73;2022-02-03
11110884;11114911149;349.49;2022-02-03
11110885;11110411104;76.99;2022-02-04
11110886;11119711197;216.36;2022-02-04
11110887;11125311253;343.64;2022-02-04
11110888;11114511145;320.61;2022-02-05
11110889;11117711177;498.99;2022-02-05
11110890;11126711267;183.19;2022-02-05
11110891;11116511165;589.48;2022-02-06
11110892;11122311223;396.92;2022-02-06
11110893;11115611156;745.86;2022-02-06
11110894;11123511235;526.38;2022-02-06
11110895;11125111251;957.35;2022-02-06
11110896;11122911229;87.41;2022-02-06
11110897;11123411234;681.55;2022-02-06
11110898;11129111291;26.10;2022-02-06
11110899;11113111131;151.60;2022-02-06
11110900;11110111101;305.59;2022-02-06
11110901;11110911109;38.14;2022-02-06
11110902;11111411114;866.62;2022-02-06
11110903;11129511295;864.89;2022-02-07
11110904;11115611156;20.82;2022-02-07
11110905;11122211222;53.66;2022-02-07
11110906;11115111151;810.51;2022-02-07
11110907;11120311203;526.91;2022-02-07
11110908;11119411194;159.78;2022-02-07
11110909;11126011260;971.04;2022-02-07
11110910;11116911169;106.88;2022-02-07
11110911;11112811128;403.83;2022-02-07
11110912;11110111101;84.15;2022-02-08
11110913;11115711157;687.89;2022-02-08
11110914;11121811218;266.18;2022-02-08
11110915;11122011220;241.66;2022-02-08
11110916;11118111181;519.50;2022-02-08
11110917;11120411204;127.64;2022-02-08
11110918;11127511275;920.84;2022-02-09
11110919;11125611256;737.35;2022-02-09
11110920;11113811138;443.54;2022-02-09
11110921;11117811178;559.75;2022-02-09
11110922;11115511155;607.76;2022-02-09
11110923;11123311233;851.41;2022-02-09
11110924;11124411244;772.68;2022-02-10
11110925;11113111131;148.64;2022-02-10
11110926;11119711197;551.03;2022-02-10
11110927;11118311183;479.20;2022-02-10
11110928;11127811278;179.93;2022-02-10
11110929;11125411254;851.09;2022-02-10
11110930;11119011190;878.91;2022-02-11
11110931;11129811298;529.79;2022-02-11
11110932;11117511175;959.06;2022-02-11
11110933;11119511195;607.61;2022-02-11
11110934;11115211152;627.77;2022-02-11
11110935;11114611146;137.54;2022-02-11
11110936;11119011190;736.54;2022-02-12
11110937;11120911209;174.10;2022-02-12
11110938;11120111201;612.36;2022-02-12
11110939;11110611106;449.22;2022-02-12
11110940;11126411264;332.84;2022-02-12
11110941;11113611136;236.62;2022-02-12
11110942;11122011220;791.57;2022-02-13
11110943;11116411164;716.85;2022-02-13
11110944;11122711227;82.82;2022-02-13
11110945;11114511145;764.75;2022-02-14
11110946;11115711157;107.53;2022-02-14
11110947;11111011110;658.97;2022-02-14
11110948;11123011230;552.41;2022-02-14
11110949;11124911249;230.60;2022-02-14
11110950;11128611286;106.41;2022-02-14
11110951;11129611296;548.65;2022-02-15
11110952;11116811168;550.90;2022-02-15
11110953;11123111231;665.43;2022-02-15
11110954;11127411274;836.89;2022-02-15
11110955;11120211202;338.17;2022-02-15
11110956;11117411174;276.63;2022-02-15
11110957;11118111181;955.92;2022-02-16
11110958;11110211102;776.78;2022-02-16
11110959;11113811138;76.97;2022-02-16
11110960;11117411174;448.42;2022-02-16
11110961;11127011270;382.24;2022-02-16
11110962;11122711227;746.02;2022-02-16
11110963;11128811288;870.36;2022-02-16
11110964;11118511185;353.83;2022-02-16
11110965;11124711247;413.33;2022-02-16
11110966;11113011130;758.64;2022-02-17
11110967;11120011200;887.35;2022-02-17
11110968;11114911149;33.38;2022-02-17
11110969;11122611226;236.51;2022-02-18
11110970;11111811118;118.47;2022-02-18
11110971;11120911209;458.96;2022-02-18
11110972;11129211292;961.37;2022-02-18
11110973;11126511265;806.29;2022-02-18
11110974;11114711147;111.51;2022-02-18
11110975;11128811288;982.16;2022-02-18
11110976;11112411124;989.86;2022-02-18
11110977;11125911259;269.52;2022-02-18
11110978;11121211212;951.91;2022-02-19
11110979;11116411164;750.32;2022-02-19
11110980;11125511255;170.02;2022-02-19
11110981;11127911279;203.78;2022-02-20
11110982;11113811138;289.63;2022-02-20
11110983;11113411134;627.95;2022-02-20
11110984;11122911229;365.16;2022-02-21
11110985;11112811128;834.66;2022-02-21
11110986;11125311253;790.08;2022-02-21
11110987;11115011150;111.10;2022-02-21
11110988;11125111251;776.87;2022-02-21
11110989;11111311113;794.39;2022-02-21
11110990;11117511175;409.71;2022-02-21
11110991;11110211102;886.05;2022-02-21
11110992;11117511175;234.81;2022-02-21
11110993;11117511175;208.95;2022-02-22
11110994;11128111281;983.97;2022-02-22
11110995;11125611256;391.90;2022-02-22
11110996;11121611216;543.11;2022-02-22
11110997;11127711277;695.19;2022-02-22
11110998;11121811218;159.72;2022-02-22
11110999;11125211252;473.31;2022-02-23
11111000;11127211272;722.42;2022-02-23
11111001;11124211242;250.66;2022-02-23
11111002;11118711187;671.68;2022-02-24
11111003;11123211232;313.19;2022-02-24
11111004;11129511295;466.11;2022-02-24
11111005;11112311123;680.51;2022-02-24
11111006;11124811248;994.82;2022-02-24
11111007;11123011230;953.99;2022-02-24
11111008;11124111241;778.76;2022-02-24
11111009;11124411244;851.99;2022-02-24
11111010;11118811188;273.04;2022-02-24
11111011;11120211202;986.64;2022-02-25
11111012;11128511285;353.33;2022-02-25
11111013;11124711247;856.38;2022-02-25
11111014;11115411154;81.91;2022-02-26
11111015;11113311133;295.17;2022-02-26
11111016;11129711297;40.76;2022-02-26
11111017;11114311143;901.89;2022-02-26
11111018;11124211242;753.25;2022-02-26
11111019;11113911139;905.22;2022-02-26
11111020;11110511105;990.59;2022-02-26
11111021;11112511125;967.92;2022-02-26
11111022;11126511265;46.90;2022-02-26
11111023;11119211192;737.08;2022-02-27
11111024;11129411294;65.31;2022-02-27
11111025;11126411264;26.15;2022-02-27
11111026;11122611226;527.72;2022-02-27
11111027;11123011230;496.52;2022-02-27
11111028;11123511235;59.70;2022-02-27
11111029;11116911169;650.00;2022-02-28
11111030;11121911219;879.70;2022-02-28
11111031;11118211182;750.03;2022-02-28
11111032;11128011280;161.00;2022-03-01
11111033;11114811148;410.07;2022-03-01
11111034;11127311273;420.86;2022-03-01
11111035;11116711167;259.89;2022-03-02
11111036;11114511145;695.79;2022-03-02
11111037;11113911139;273.20;2022-03-02
11111038;11118811188;879.98;2022-03-02
11111039;11110711107;410.68;2022-03-02
11111040;11129211292;885.00;2022-03-02
11111041;11117111171;390.19;2022-03-02
11111042;11116311163;499.67;2022-03-02
11111043;11119611196;120.73;2022-03-02
11111044;11113811138;163.15;2022-03-03
11111045;11119611196;368.44;2022-03-03
11111046;11116911169;907.28;2022-03-03
11111047;11129911299;969.73;2022-03-03
11111048;11120211202;386.24;2022-03-03
11111049;11129511295;987.59;2022-03-03
11111050;11115211152;529.69;2022-03-04
11111051;11110211102;226.04;2022-03-04
11111052;11123611236;70.24;2022-03-04
11111053;11111511115;857.06;2022-03-04
11111054;11115311153;666.08;2022-03-04
11111055;11119711197;852.11;2022-03-04
11111056;11127611276;235.85;2022-03-05
11111057;11120711207;166.17;2022-03-05
11111058;11127911279;101.99;2022-03-05
11111059;11117711177;99.13;2022-03-05
11111060;11124711247;440.09;2022-03-05
11111061;11124111241;455.71;2022-03-05
11111062;11122011220;464.47;2022-03-06
11111063;11122511225;557.25;2022-03-06
11111064;11126211262;484.61;2022-03-06
11111065;11128711287;809.08;2022-03-06
11111066;11129611296;154.27;2022-03-06
11111067;11116911169;732.89;2022-03-06
11111068;11115611156;204.50;2022-03-07
11111069;11114111141;759.03;2022-03-07
11111070;11129511295;849.25;2022-03-07
11111071;11129811298;263.03;2022-03-08
11111072;11113811138;512.04;2022-03-08
11111073;11114911149;830.83;2022-03-08
11111074;11123311233;529.92;2022-03-08
11111075;11124411244;78.62;2022-03-08
11111076;11121711217;100.96;2022-03-08
11111077;11120311203;20.96;2022-03-08
11111078;11122011220;477.57;2022-03-08
11111079;11124811248;711.48;2022-03-08
11111080;11125311253;695.34;2022-03-09
11111081;11111311113;220.57;2022-03-09
11111082;11114811148;86.87;2022-03-09
11111083;11123211232;399.88;2022-03-10
11111084;11126711267;189.82;2022-03-10
11111085;11127011270;754.53;2022-03-10
11111086;11111911119;534.82;2022-03-10
11111087;11120711207;984.90;2022-03-10
11111088;11110311103;347.27;2022-03-10
11111089;11112111121;695.08;2022-03-11
11111090;11118111181;268.81;2022-03-11
11111091;11111411114;523.88;2022-03-11
11111092;11112211122;570.62;2022-03-11
11111093;11122611226;535.47;2022-03-11
11111094;11117011170;311.77;2022-03-11
11111095;11115511155;604.94;2022-03-11
11111096;11118711187;261.40;2022-03-11
11111097;11128111281;26.21;2022-03-11
11111098;11123811238;988.03;2022-03-11
11111099;11114111141;513.71;2022-03-11
11111100;11121411214;873.41;2022-03-11
11111101;11129611296;688.82;2022-03-12
11111102;11116911169;82.93;2022-03-12
11111103;11128911289;223.17;2022-03-12
11111104;11126411264;740.07;2022-03-12
11111105;11124711247;733.65;2022-03-12
11111106;11114711147;904.73;2022-03-12
11111107;11112011120;836.02;2022-03-13
11111108;11120411204;498.93;2022-03-13
11111109;11113711137;961.31;2022-03-13
11111110;11127411274;344.93;2022-03-13
11111111;11122211222;44.51;2022-03-13
11111112;11119411194;667.74;2022-03-13
11111113;11121311213;474.12;2022-03-14
11111114;11114111141;936.22;2022-03-14
11111115;11123311233;173.28;2022-03-14
11111116;11128311283;924.19;2022-03-14
11111117;11117411174;651.82;2022-03-14
11111118;11117211172;513.07;2022-03-14
11111119;11119911199;674.28;2022-03-14
11111120;11121511215;672.96;2022-03-14
11111121;11121211212;438.73;2022-03-14
11111122;11125411254;366.07;2022-03-15
11111123;11122811228;726.32;2022-03-15
11111124;11110111101;577.32;2022-03-15
11111125;11114611146;824.00;2022-03-16
11111126;11110811108;104.80;2022-03-16
11111127;11128311283;670.11;2022-03-16
11111128;11129211292;600.39;2022-03-17
11111129;11113611136;93.95;2022-03-17
11111130;11129811298;970.92;2022-03-17
11111131;11114111141;586.63;2022-03-17
11111132;11127711277;511.81;2022-03-17
11111133;11127011270;808.21;2022-03-17
11111134;11121211212;770.97;2022-03-18
11111135;11120211202;574.72;2022-03-18
11111136;11122711227;418.26;2022-03-18
11111137;11119011190;276.22;2022-03-18
11111138;11123911239;133.77;2022-03-18
11111139;11111011110;939.68;2022-03-18
11111140;11122011220;54.37;2022-03-18
11111141;11118311183;508.23;2022-03-18
11111142;11119411194;957.31;2022-03-18
11111143;11128611286;923.33;2022-03-19
11111144;11113511135;925.72;2022-03-19
11111145;11122111221;110.29;2022-03-19
11111146;11124811248;758.33;2022-03-20
11111147;11125911259;249.97;2022-03-20
11111148;11117411174;134.30;2022-03-20
11111149;11123611236;425.78;2022-03-20
11111150;11111511115;27.80;2022-03-20
11111151;11113211132;558.77;2022-03-20
11111152;11128911289;854.13;2022-03-20
11111153;11123111231;814.82;2022-03-20
11111154;11118411184;269.86;2022-03-20
11111155;11124711247;88.75;2022-03-21
11111156;11114211142;652.45;2022-03-21
11111157;11111211112;748.63;2022-03-21
11111158;11117811178;409.03;2022-03-22
11111159;11114911149;660.78;2022-03-22
11111160;11129311293;481.84;2022-03-22
11111161;11114311143;111.28;2022-03-22
11111162;11112411124;756.47;2022-03-22
11111163;11118311183;196.65;2022-03-22
11111164;11112911129;723.43;2022-03-23
11111165;11114411144;742.99;2022-03-23
11111166;11125911259;575.55;2022-03-23
11111167;11115511155;286.68;2022-03-23
11111168;11119111191;818.59;2022-03-23
11111169;11111111111;246.11;2022-03-23
11111170;11114811148;898.06;2022-03-23
11111171;11121411214;403.60;2022-03-23
11111172;11118111181;716.71;2022-03-23
11111173;11125511255;395.54;2022-03-24
11111174;11118011180;574.20;2022-03-24
11111175;11127211272;106.07;2022-03-24
11111176;11113411134;580.40;2022-03-25
11111177;11122611226;676.56;2022-03-25
11111178;11110911109;273.19;2022-03-25
11111179;11127711277;793.65;2022-03-26
11111180;11129511295;340.04;2022-03-26
11111181;11117511175;892.44;2022-03-26
11111182;11119911199;925.45;2022-03-26
11111183;11110411104;171.80;2022-03-26
11111184;11113411134;850.23;2022-03-26
11111185;11117511175;994.04;2022-03-26
11111186;11121711217;354.57;2022-03-26
11111187;11129811298;223.75;2022-03-26
11111188;11121811218;980.17;2022-03-27
11111189;11126811268;860.03;2022-03-27
11111190;11121811218;369.09;2022-03-27
11111191;11125211252;86.74;2022-03-28
11111192;11115011150;716.72;2022-03-28
11111193;11124211242;607.66;2022-03-28
11111194;11128811288;980.46;2022-03-28
11111195;11115811158;978.11;2022-03-28
11111196;11125911259;494.54;2022-03-28
11111197;11124411244;409.39;2022-03-28
11111198;11116311163;522.77;2022-03-28
11111199;11115211152;199.01;2022-03-28
11111200;11124811248;560.35;2022-03-29
11111201;11118811188;680.62;2022-03-29
11111202;11114711147;658.13;2022-03-29
11111203;11110511105;601.63;2022-03-29
11111204;11122911229;598.36;2022-03-29
11111205;11115611156;380.30;2022-03-29
11111206;11110711107;202.04;2022-03-30
11111207;11124711247;837.61;2022-03-30
11111208;11129011290;894.01;2022-03-30
11111209;11115511155;819.95;2022-03-30
11111210;11119011190;528.36;2022-03-30
11111211;11125511255;315.02;2022-03-30
11111212;11126511265;431.57;2022-03-31
11111213;11124011240;989.43;2022-03-31
11111214;11111811118;669.97;2022-03-31
11111215;11118011180;263.20;2022-04-01
11111216;11123511235;951.78;2022-04-01
11111217;11115211152;42.90;2022-04-01
11111218;11119611196;755.77;2022-04-01
11111219;11120111201;960.57;2022-04-01
11111220;11121811218;937.55;2022-04-01
11111221;11111811118;914.52;2022-04-02
11111222;11118211182;145.59;2022-04-02
11111223;11112011120;241.03;2022-04-02
11111224;11118911189;653.57;2022-04-02
11111225;11111611116;189.44;2022-04-02
11111226;11110111101;904.83;2022-04-02
11111227;11129711297;539.75;2022-04-03
11111228;11127311273;822.37;2022-04-03
11111229;11115611156;923.46;2022-04-03
11111230;11114811148;58.50;2022-04-03
11111231;11116711167;55.95;2022-04-03
11111232;11111311113;485.60;2022-04-03
11111233;11115211152;806.74;2022-04-04
11111234;11119611196;884.62;2022-04-04
11111235;11113011130;121.04;2022-04-04
11111236;11125411254;717.96;2022-04-04
11111237;11123411234;825.27;2022-04-04
11111238;11124311243;55.79;2022-04-04
11111239;11122211222;640.52;2022-04-05
11111240;11129511295;716.57;2022-04-05
11111241;11116711167;532.20;2022-04-05
11111242;11116011160;248.65;2022-04-05
11111243;11117811178;603.86;2022-04-05
11111244;11128511285;80.96;2022-04-05
11111245;11119711197;509.66;2022-04-06
11111246;11110711107;519.72;2022-04-06
11111247;11123411234;334.59;2022-04-06
11111248;11127711277;133.72;2022-04-07
11111249;11113011130;410.71;2022-04-07
11111250;11121611216;862.97;2022-04-07
11111251;11124111241;350.30;2022-04-07
11111252;11127011270;957.20;2022-04-07
11111253;11128611286;730.39;2022-04-07
11111254;11111611116;603.38;2022-04-07
11111255;11125211252;296.16;2022-04-07
11111256;11119111191;575.29;2022-04-07
11111257;11118211182;978.26;2022-04-07
11111258;11121011210;870.78;2022-04-07
11111259;11118811188;804.06;2022-04-07
11111260;11116911169;132.43;2022-04-08
11111261;11129611296;422.17;2022-04-08
11111262;11125111251;985.66;2022-04-08
11111263;11129511295;296.85;2022-04-09
11111264;11129511295;923.97;2022-04-09
11111265;11124611246;329.21;2022-04-09
11111266;11117711177;936.99;2022-04-10
11111267;11124811248;217.89;2022-04-10
11111268;11123411234;600.73;2022-04-10
11111269;11112111121;104.45;2022-04-10
11111270;11120311203;457.70;2022-04-10
11111271;11125511255;901.04;2022-04-10
11111272;11119811198;965.31;2022-04-11
11111273;11114811148;686.29;2022-04-11
11111274;11113111131;191.03;2022-04-11
11111275;11115811158;143.88;2022-04-11
11111276;11127111271;20.07;2022-04-11
11111277;11112711127;972.55;2022-04-11
11111278;11128111281;230.67;2022-04-12
11111279;11114211142;156.05;2022-04-12
11111280;11110311103;152.56;2022-04-12
11111281;11112211122;121.14;2022-04-12
11111282;11118211182;212.30;2022-04-12
11111283;11127211272;746.99;2022-04-12
11111284;11127511275;365.81;2022-04-12
11111285;11112611126;468.22;2022-04-12
11111286;11113011130;327.81;2022-04-12
11111287;11126111261;680.54;2022-04-12
11111288;11127611276;537.88;2022-04-12
11111289;11110511105;689.42;2022-04-12
11111290;11125011250;743.80;2022-04-13
11111291;11128111281;597.43;2022-04-13
11111292;11114111141;502.52;2022-04-13
11111293;11123111231;853.82;2022-04-13
11111294;11127211272;243.34;2022-04-13
11111295;11115411154;208.19;2022-04-13
11111296;11124911249;699.14;2022-04-13
11111297;11113611136;446.03;2022-04-13
11111298;11118511185;656.47;2022-04-13
11111299;11114711147;511.49;2022-04-14
11111300;11113411134;264.77;2022-04-14
11111301;11124111241;920.30;2022-04-14
11111302;11115811158;919.94;2022-04-15
11111303;11119411194;399.60;2022-04-15
11111304;11121311213;302.74;2022-04-15
11111305;11113011130;683.43;2022-04-15
11111306;11126511265;691.10;2022-04-15
11111307;11110311103;985.04;2022-04-15
11111308;11129711297;632.91;2022-04-16
11111309;11121211212;606.78;2022-04-16
11111310;11118211182;984.07;2022-04-16
11111311;11120111201;727.75;2022-04-16
11111312;11118011180;510.93;2022-04-16
11111313;11115411154;611.16;2022-04-16
11111314;11124811248;978.61;2022-04-17
11111315;11110111101;72.96;2022-04-17
11111316;11129911299;902.19;2022-04-17
11111317;11121511215;246.21;2022-04-17
11111318;11118211182;684.74;2022-04-17
11111319;11113011130;26.99;2022-04-17
11111320;11128311283;612.61;2022-04-18
11111321;11111511115;469.27;2022-04-18
11111322;11110111101;631.02;2022-04-18
11111323;11124411244;451.40;2022-04-19
11111324;11117211172;763.62;2022-04-19
11111325;11127011270;632.97;2022-04-19
11111326;11112311123;148.81;2022-04-19
11111327;11128811288;46.46;2022-04-19
11111328;11122411224;908.84;2022-04-19
11111329;11125511255;241.50;2022-04-19
11111330;11119011190;206.34;2022-04-19
11111331;11115011150;233.14;2022-04-19
11111332;11119411194;244.52;2022-04-20
11111333;11126311263;715.35;2022-04-20
11111334;11117011170;566.61;2022-04-20
11111335;11120611206;772.46;2022-04-21
11111336;11122111221;370.37;2022-04-21
11111337;11114411144;57.20;2022-04-21
11111338;11113911139;283.32;2022-04-21
11111339;11124511245;419.59;2022-04-21
11111340;11127211272;929.25;2022-04-21
11111341;11113311133;361.27;2022-04-22
11111342;11114811148;631.99;2022-04-22
11111343;11118411184;759.93;2022-04-22
11111344;11114411144;177.50;2022-04-22
11111345;11111611116;653.65;2022-04-22
11111346;11111711117;100.62;2022-04-22
11111347;11124811248;502.21;2022-04-22
11111348;11125311253;871.23;2022-04-22
11111349;11126311263;965.26;2022-04-22
11111350;11122811228;918.47;2022-04-23
11111351;11111211112;642.01;2022-04-23
11111352;11128811288;647.88;2022-04-23
11111353;11125711257;422.02;2022-04-23
11111354;11117711177;922.79;2022-04-23
11111355;11117211172;700.87;2022-04-23
11111356;11118311183;749.88;2022-04-24
11111357;11114711147;955.52;2022-04-24
11111358;11125511255;842.28;2022-04-24
11111359;11125911259;777.31;2022-04-25
11111360;11118111181;490.52;2022-04-25
11111361;11121711217;761.22;2022-04-25
11111362;11116511165;927.64;2022-04-25
11111363;11129311293;691.52;2022-04-25
11111364;11123311233;586.54;2022-04-25
11111365;11127211272;919.55;2022-04-26
11111366;11117311173;441.40;2022-04-26
11111367;11111911119;198.29;2022-04-26
11111368;11112611126;669.98;2022-04-27
11111369;11129411294;317.82;2022-04-27
11111370;11110911109;44.71;2022-04-27
11111371;11129811298;75.88;2022-04-27
11111372;11112511125;634.75;2022-04-27
11111373;11126711267;681.52;2022-04-27
11111374;11120111201;860.11;2022-04-27
11111375;11115111151;964.08;2022-04-27
11111376;11125111251;874.98;2022-04-27
11111377;11111811118;25.59;2022-04-28
11111378;11129811298;758.47;2022-04-28
11111379;11122611226;191.52;2022-04-28
11111380;11113711137;684.58;2022-04-28
11111381;11115111151;369.81;2022-04-28
11111382;11117611176;825.31;2022-04-28
11111383;11110911109;85.13;2022-04-29
11111384;11121811218;251.92;2022-04-29
11111385;11113311133;450.74;2022-04-29
11111386;11112411124;608.39;2022-04-29
11111387;11116211162;723.35;2022-04-29
11111388;11113711137;927.43;2022-04-29
11111389;11115211152;104.99;2022-04-30
11111390;11114911149;366.27;2022-04-30
11111391;11110311103;191.21;2022-04-30
11111392;11120111201;693.05;2022-05-01
11111393;11113811138;104.71;2022-05-01
